,country,year,continent,pop,"Agriculture, value added (% of GDP)",CO2 emissions (metric tons per capita),Domestic credit provided by financial sector (% of GDP),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Exports of goods and services (% of GDP),"Fertility rate, total (births per woman)",GDP growth (annual %),Imports of goods and services (% of GDP),"Industry, value added (% of GDP)","Inflation, GDP deflator (annual %)","Life expectancy at birth, total (years)",Population density (people per sq. km of land area),"Services, etc., value added (% of GDP)"
627,Japan,1997,Asia,125956499,1.5799822930399998,9.5257580777,266.893703459,7674.94070143,4048.98200021,10.5488516641,1.388,1.07651170531,9.49188652841,31.6996691753,0.5033663051199999,80.42414634149999,345.83539094699995,66.7203485317
628,Japan,2002,Asia,127065841,1.41079742574,9.57313013457,293.152264912,7915.66558123,4005.94409353,11.0182210299,1.32,0.118100784081,9.66739032943,27.5836888786,-1.45839234996,81.5634146341,349.643347051,71.0055136957
629,Japan,2007,Asia,127467972,1.10579072518,9.78296389872,290.389609349,8474.37910641,4024.99795314,17.4933165716,1.34,1.65428290477,15.6005719141,27.1546004759,-0.7295764727509999,82.5070731707,351.16872428,71.739608799
630,Jordan,1962,Asia,933559,,1.08930257389,,,,,7.904,,,,,54.2513170732,10.9109587489,
631,Jordan,1967,Asia,1255058,16.9289461135,1.0719834839700002,5.571365248230001,,,,8.033,,,16.4043872198,,58.04397560979999,14.9638939257,66.6666666667
632,Jordan,1972,Asia,1613551,13.2950191571,1.05848708793,25.3579776495,159.503717154,297.830418297,,7.818,,,19.9233716475,,61.5610731707,20.5334315503,66.7816091954
633,Jordan,1977,Asia,1937652,8.67632532104,1.51293053168,39.9230907661,231.867041224,473.5437315580001,33.125724217800006,7.455,6.50994626664,82.90845886439999,22.5222258808,14.260950778900002,64.6935853659,23.704850408,68.8014487982
634,Jordan,1982,Asia,2347031,6.16497445086,2.55487363214,70.43613961140001,517.262100035,875.54040491,40.6206436754,7.071000000000001,7.385024588080001,94.2905630644,27.9447873117,6.05604840842,67.1247560976,27.9121486854,65.8902382374
635,Jordan,1987,Asia,2820042,6.73533676684,3.23991088903,95.8501694177,896.273373773,998.355658577,33.0684721592,6.157,2.89560769671,57.7102125211,26.2363118156,-0.8063083203679999,69.0497073171,33.7981527652,67.0283514176
636,Jordan,1992,Asia,3867409,7.894083459380001,3.2762549333,89.2048641096,1060.11201022,1015.41769856,50.2293041278,5.169,18.672438776,81.4065893831,27.4682884786,2.85758717522,70.3722682927,42.4291024479,64.6376248662
637,Jordan,1997,Asia,4526235,3.33251096649,3.17224582685,75.82483258270001,1237.33622456,991.96787502,49.3119390239,4.396,3.28873913614,71.5829118173,25.8311895783,1.23232830513,71.2635609756,51.5100634633,70.8363017017
638,Jordan,2002,Asia,5307470,2.54615163541,3.41906402899,83.49691905680001,1509.02978071,1024.4838209,47.4316277091,3.882,5.792385509219999,66.632176737,27.0897546027,0.921212596706,72.1324878049,55.9716115141,70.3640937619
639,Jordan,2007,Asia,6053193,2.84223747426,3.82590394456,114.318829706,1938.38828327,1251.68193903,54.2343662375,3.613,8.175719022300001,91.7584082453,31.6169967481,5.05072725156,72.9611707317,65.2699909338,65.5407657777
640,Kenya,1962,Africa,8678557,40.5976771242,0.304273984865,,,,32.0378092614,8.042,9.45735874175,30.1251538874,16.6701565324,0.0183081354399,47.6522439024,15.161424254100002,42.7321977077
641,Kenya,1967,Africa,10191512,36.5097011544,0.266146233454,14.686506133599998,,,28.4643343935,8.125,3.36123203225,29.3730122672,18.9472929385,2.40080913862,50.5327317073,17.8418122079,44.5430182281
642,Kenya,1972,Africa,12044785,35.1944686411,0.320474974893,20.0558729737,82.4287345244,455.513600948,26.58782886,8.012,17.082429345,28.7270794579,20.4108594657,1.20524585776,53.3773658537,21.2305671715,44.3946791521
643,Kenya,1977,Africa,14500404,41.9509965259,0.348091684922,24.8778095597,98.1607795095,455.626061673,34.9588687564,7.695,9.45379784937,31.593096403,17.986837935,16.8998206136,56.133804878,25.5248040904,40.0621685866
644,Kenya,1982,Africa,17661452,33.364596314,0.267301784795,37.0953050356,107.290650258,437.652286948,26.6574659989,7.27,1.50647825448,31.5582711487,19.9376926609,11.5925537547,58.7997560976,30.8531784798,46.697711025100006
645,Kenya,1987,Africa,21198082,31.5472280697,0.244751788334,37.466239054,125.116223274,464.00933684,21.3052213474,6.602,5.93710744611,26.397546658200003,18.4949975479,5.40195208195,59.5984146341,37.144365182600005,49.9577743824
646,Kenya,1992,Africa,25020539,28.7390478187,0.221370014264,37.2643935956,126.209790156,445.111805733,26.2603741906,5.667999999999999,-0.799493959928,26.670495913200003,18.3768090913,18.8972340844,57.4735365854,43.9782021998,52.88414309
647,Kenya,1997,Africa,28263827,30.9053426997,0.286573323262,37.1039956097,127.902664997,441.007660811,22.6863873516,5.102,0.474901920484,31.3707295087,17.773215949100003,11.4352163327,52.4375365854,50.6768896932,51.3214413511
648,Kenya,2002,Africa,31386842,29.130614106,0.2437414619729999,38.9786529633,116.787052971,440.968733004,24.8979726147,4.989,0.546859529995,30.2746996493,17.4120945073,0.933205556077,51.1596585366,57.4410162702,53.4572913867
649,Kenya,2007,Africa,35610177,23.2675342742,0.263921731068,31.0930454476,144.883805711,462.22025237800005,21.9189912934,4.825,6.850729770630001,31.9757975112,21.8157661368,8.12948559548,55.6992926829,65.45057455109999,54.916699589
650,"Korea, Rep.",1962,Asia,26420307,,0.651713666827,15.324780446099998,,,4.8901976973800005,5.789,2.45836065925,16.5033705536,,18.4488387081,54.484097561000006,274.860356625,
651,"Korea, Rep.",1967,Asia,30131000,32.3679233439,1.1666350878799998,16.689604401900002,,,11.0228949183,4.845,6.100038124349999,21.9181710252,22.9693833897,16.1041831259,58.530024390200005,312.36764462,44.662693266400005
652,"Korea, Rep.",1972,Asia,33505000,27.0272871649,1.8008084426700002,32.456808920300006,343.586345439,551.258116377,18.3108682997,4.12,6.51083941995,22.8494021763,24.6330429761,15.9396202804,62.8414634146,347.350259175,48.339669859
653,"Korea, Rep.",1977,Asia,36436000,22.8251718018,2.90324264431,30.8000492717,659.23693133,866.0208045219999,28.6119750767,2.99,11.8177550146,29.405968035,30.2866017385,14.819862767,64.6475609756,377.480769231,46.8882264597
654,"Korea, Rep.",1982,Asia,39326000,14.762953865799998,3.60840908915,46.2596339437,1027.86040261,1095.50331544,31.0199581803,2.39,8.291307175560002,33.3793528671,34.2608304349,6.148873172969999,66.78414634149999,407.69595687300006,50.976215699300006
655,"Korea, Rep.",1987,Asia,41622000,9.89616611997,4.62884887663,45.6008061367,1674.24724945,1579.66574639,35.4878890282,1.53,12.2660084638,28.9308221676,38.1470262112,4.78618199953,69.80926829270001,431.491706407,51.9568076688
656,"Korea, Rep.",1992,Asia,43805450,7.10561145761,6.49814288492,47.3932162725,2826.18879481,2534.34102827,24.6316323356,1.76,5.76523732146,25.7044605554,37.9347106772,7.853342592150001,72.20048780489999,453.534750156,54.95967786520001
657,"Korea, Rep.",1997,Asia,46173816,4.97170578174,9.35798161971,54.6505896651,4651.62888289,3726.15776616,29.8379171168,1.52,5.766740747899999,30.3939540571,37.5355745259,3.85183342944,74.247804878,476.400373212,57.4927196924
658,"Korea, Rep.",2002,Asia,47969150,3.76358919696,9.7776288859,134.158901324,6677.09892065,4172.45155876,30.8268681386,1.166,7.4324336137,29.3268659731,36.3786777697,3.06050790649,76.83902439020001,492.015487137,59.8577330334
659,"Korea, Rep.",2007,Asia,49044790,2.70926496677,10.1995817411,143.579244842,8477.17910322,4573.06486741,39.184677076,1.25,5.463406087619999,38.0583399424,37.009987666,2.39722193374,79.3495121951,501.420264135,60.2807473672
660,Kuwait,1962,Asia,358266,,42.6371176837,,,,,7.302,,,,,61.8484878049,18.8081369248,
661,Kuwait,1967,Asia,575003,,43.4283027016,5.50458715596,,,59.5183486239,7.406000000000001,2.38054116605,28.4403669725,,-0.2664694146999999,64.7998292683,32.8749158249,
662,Kuwait,1972,Asia,841934,,31.8830200739,4.64480874317,3483.1386783,7802.76597438,68.599726776,7.016,4.40112917479,20.662568306,,1.48239869492,67.01078048779999,48.6390011223,
663,Kuwait,1977,Asia,1140357,,14.5818132859,19.2901039348,4668.3190241,6429.99850119,72.0262638653,6.068,-0.103370272997,43.4428444341,,5.62002951883,68.75831707319999,66.2704264871,
664,Kuwait,1982,Asia,1497494,,13.9378617445,51.2193567992,7086.25905699,7548.12934744,54.5047729345,5.042,-12.3148371068,52.3638588724,,1.4168536366600002,70.3831463415,85.2331649832,
665,Kuwait,1987,Asia,1891487,,16.4082452619,75.6658134363,8730.15459214,8616.57655309,52.5401349667,3.349,8.142556263660001,37.1230117089,,10.7861689253,71.727804878,107.629068462,
666,Kuwait,1992,Asia,1418095,,,106.666092737,,,40.4702661895,2.456,,54.2177987777,,,72.5569512195,,
667,Kuwait,1997,Asia,1765345,,32.569585519600004,87.8042687232,14104.6199391,8764.51262442,52.8539607886,2.8510000000000004,2.47332524658,39.5915918101,,-4.71944471287,73.0750243902,94.6271604938,
668,Kuwait,2002,Asia,2111561,,28.5123226497,81.8101915444,15846.5195878,10105.8321479,44.6160465919,2.707,3.00000000944,36.6091466782,,5.1530434859800005,73.4531219512,114.602413019,
669,Kuwait,2007,Asia,2505559,,29.6368493389,69.81643135569999,16860.5340522,10395.1176066,63.414259844700005,2.525,5.9916612464,28.3171173383,,4.30678869791,73.81,142.457407407,
670,Lebanon,1962,Asia,1886848,,1.48373168315,,,,,5.694,,,,,63.8804146341,188.199022483,
671,Lebanon,1967,Asia,2186894,,1.64225486815,,,,,5.295,,,,,65.2625365854,212.595307918,
672,Lebanon,1972,Asia,2680018,,2.37007162119,,575.1542468519999,789.565543378,,4.73,,,,,66.5798536585,236.240762463,
673,Lebanon,1977,Asia,3115787,,2.13866498045,,742.453449895,696.1964896339999,,4.271,,,,,67.5213902439,254.76285435,
674,Lebanon,1982,Asia,3086876,,2.3222782826,,1138.55625596,678.5814280469999,,3.796,,,,,68.2827073171,257.309970674,
675,Lebanon,1987,Asia,3089353,,2.98197914663,,1562.76780549,996.943321974,,3.279,,,,,69.3905121951,261.210361681,
676,Lebanon,1992,Asia,3219994,,3.67107001461,75.7967906724,1194.59875515,868.56933067,11.3777958253,2.841,4.4999369553,75.8579855593,,119.989287584,70.87678048779999,275.842424242,
677,Lebanon,1997,Asia,3430388,7.48446490219,5.05938822072,116.379270963,2507.53067562,1698.3102702999995,14.5319587629,2.468,-2.2867861007,47.5546391753,24.8607594937,15.3616219636,72.9838780488,302.315151515,67.6547756041
678,Lebanon,2002,Asia,3677780,6.66693850922,4.54257897459,177.62235778299998,3010.35357248,1484.22892653,16.0986422832,2.037,3.41510476091,34.9438902743,22.5044854021,4.92935015153,75.4146585366,344.363831867,70.8285760887
679,Lebanon,2007,Asia,3921278,5.3498918165900005,3.30040465792,185.177013328,2796.77076515,1034.92218437,38.2267206478,1.6269999999999998,9.34950276517,63.0607287449,16.5387237322,3.11700117759,77.615902439,399.357380254,78.1113844512
680,Lesotho,1962,Africa,893143,94.8464028777,,,,,14.381270903,5.82,15.3318124939,47.8260869565,,1.66744060053,47.4022439024,29.0484189723,
681,Lesotho,1967,Africa,996380,48.564166459,,,,,12.048192771099998,5.803,10.912063433399998,56.6973777463,12.4477946673,-5.76451714715,48.3998292683,31.9819499341,38.9880388737
682,Lesotho,1972,Africa,1116779,46.92877192979999,,,,,16.077170417999998,5.8020000000000005,-0.202710399813,69.1318327974,11.9503508772,13.9421242724,49.5040243902,35.417687746999995,41.120877193000005
683,Lesotho,1977,Africa,1251524,43.7228373702,,,,,11.8976799524,5.706,21.8090333114,112.43307555,17.5988927336,7.47889508371,51.8474878049,39.8167325428,38.6782698962
684,Lesotho,1982,Africa,1411807,17.2824616754,,33.6087480515,,,,5.4910000000000005,2.55680164163,,15.9636285279,-3.08954886808,54.804682926800005,45.2583662714,66.7539097967
685,Lesotho,1987,Africa,1599200,15.9170850195,,36.6331502127,,,,5.169,0.7261735474869999,,16.2615656525,11.7397323909,57.4076585366,50.073913043500006,67.821349328
686,Lesotho,1992,Africa,1803195,9.88232900304,,10.7118710495,,,,4.759,7.01280322136,,32.2560047345,13.878899727,59.5776585366,54.6890645586,57.8616662624
687,Lesotho,1997,Africa,1982823,7.52440111232,,-16.4265530682,,,,4.394,3.85292955351,,31.851351395500004,8.86218693427,53.1267560976,59.344367588900006,60.624247492200006
688,Lesotho,2002,Africa,2046772,6.78896720869,,9.13693140766,,,,3.856,1.50703533483,,41.0822643864,13.3257435814,44.5434878049,62.1043478261,52.1287684049
689,Lesotho,2007,Africa,2012649,5.474547274219999,0.753779805855,-16.1039656828,,9.71541007212,,3.412,4.16138020409,,39.5236070429,1.29095687334,44.8822195122,64.4155467721,55.0018456828
690,Liberia,1962,Africa,1112796,,0.2162096342119999,,,,36.5888363395,6.452999999999999,1.34460607745,72.3958599367,,2.93351234168,35.3541219512,12.1497819767,
691,Liberia,1967,Africa,1279406,,0.4656529181009999,,,,78.7283023075,6.582999999999999,6.74579085865,56.8146337333,,0.0283860247423,37.6238780488,13.653644103,
692,Liberia,1972,Africa,1482628,,1.00653218072,,,,74.6540595168,6.777,4.140495641369999,50.04102168439999,,3.4899796443,40.5661463415,15.5456395349,
693,Liberia,1977,Africa,1703617,,0.8549109123459999,0.408213944075,,,68.20102090520001,6.93,1.58798456662,77.54704012090001,,11.0302221795,44.1902682927,17.9019206811,
694,Liberia,1982,Africa,1956875,,0.295330067646,4.73883763599,,,62.3890944346,6.964,-2.43293724706,64.7040882327,,4.60261251114,46.8000731707,21.1412479236,
695,Liberia,1987,Africa,2269414,,0.348967126915,10.2388198255,,,,6.752000000000001,-1.00160075319,,,16.8470569251,47.282902439,22.8011212625,
696,Liberia,1992,Africa,1912974,,0.1409917423809999,77.7140076203,,,,6.336,-35.0856810921,,,-1.0632183908,47.8514878049,21.0617940199,
697,Liberia,1997,Africa,2200725,,0.148832489885,95.956762324,,,8.78675228118,6.061,106.279809221,71.9837783035,,-10.0088240343,51.6333170732,24.5565822259,
698,Liberia,2002,Africa,2814651,,0.160022900517,183.868628714,,,42.3572744015,5.722,3.76276499913,30.7785451197,,0.443206918465,52.810804878,31.8799107143,
699,Liberia,2007,Africa,3193942,,0.190515842181,159.718294875,,,74.9634113602,5.277,9.53489285751,236.391840517,,11.6992397127,57.191195122,36.5691133721,
700,Libya,1962,Africa,1441863,,0.6827006449699999,,,,,7.31,,,,,45.871195122,0.873066824284,
701,Libya,1967,Africa,1759224,,9.94130993774,,,,,7.905,,,,,52.8311463415,1.0580384645999998,
702,Libya,1972,Africa,2183877,,6.60377566256,,192.918963631,952.733553333,,8.135,,,,,58.073195122,1.3109494527,
703,Libya,1977,Africa,2721783,,7.078691991,,782.6423102839999,1455.08414725,,7.736000000000001,,,,,62.2480243902,1.61427304864,
704,Libya,1982,Africa,3344074,,8.91645435263,,1064.32376311,2397.98259634,,6.8260000000000005,,,,,65.4105609756,1.96078406856,
705,Libya,1987,Africa,3799845,,7.988109312789999,,1440.80484919,2700.28315715,,5.787999999999999,,,,,67.5243902439,2.31701922093,
706,Libya,1992,Africa,4364501,,8.10570349749,97.6438528456,1773.62088631,2452.19740381,30.5890367886,4.381,,25.4690284037,,,69.2750731707,2.61250724621,
707,Libya,1997,Africa,4759670,,8.88469645369,65.50427592060001,1822.73970005,2991.94395278,26.7863453248,3.307,,21.8460668598,,,70.2275121951,2.87697921048,
708,Libya,2002,Africa,5368585,5.20490854364,8.66788551124,30.7127479625,2778.55246713,3071.77483233,44.7677994772,2.779,-0.958849380743,34.0919575581,66.0793393532,27.2472411669,70.8855365854,3.13624072201,28.7157521031
709,Libya,2007,Africa,6036914,2.08267281199,8.301913957170001,-57.1615090444,3765.66562431,2725.88792504,72.6990122704,2.65,6.352316994480001,29.5251390095,76.41807163989999,11.0201696788,71.7386341463,3.42009502484,21.4992555481
710,Madagascar,1962,Africa,5703324,,0.0739884401703,6.61935250666,,,13.7550293038,7.3,2.27106970159,18.3835288021,,3.39092839492,40.937804878,9.20430924786,
711,Madagascar,1967,Africa,6334556,25.1558084191,0.138895338975,10.9542879424,,,17.5142528785,7.31,5.5285656101,21.5040620235,14.379982728,0.673724705873,43.32392682930001,10.4417065034,60.4642088529
712,Madagascar,1972,Africa,7082430,24.9935159286,0.1851332125979999,15.4647821926,,,14.2629743934,7.318,-1.27262153085,18.3232330093,16.9849656835,3.02433495095,45.74673170729999,11.9551243251,58.0215183879
713,Madagascar,1977,Africa,8007166,32.7965377769,0.105468170744,19.1997408092,,,16.4449912625,7.007999999999999,2.36400035887,20.048971038,16.9995906169,8.5939075488,47.9496097561,13.810896928800002,50.2038715097
714,Madagascar,1982,Africa,9171477,34.2274019337,0.110160808954,38.0476492206,,,11.2246900151,6.24,-1.81019416146,20.6659855272,13.4081973241,28.5757913012,49.465634146300005,15.855647075,52.3644006966
715,Madagascar,1987,Africa,10568642,36.1746965981,0.121845798894,32.1437601385,,,16.5645503382,6.225,1.17808551887,22.505976400700003,13.7077134706,23.0318287566,49.9432682927,18.1646851463,50.1175899313
716,Madagascar,1992,Africa,12210395,29.1018947044,0.0819281045938,28.2991123657,,,16.3837789977,6.178999999999999,1.18615228657,24.6672732232,12.5053678344,14.4150232847,52.2801219512,21.0886594215,58.3927374516
717,Madagascar,1997,Africa,14165114,31.5490066873,0.115159639671,13.2495473672,,,21.866142304,5.841,3.69349260623,29.9599943191,13.4463722421,7.293515220830001,56.233512195100005,24.640160608,55.004621067600006
718,Madagascar,2002,Africa,16473477,31.678358719,0.0738394394513,18.3258870869,,,16.0083794773,5.337000000000001,-12.6737881363,22.5738454589,14.4122256272,15.2758701044,59.6991707317,28.7788097121,53.9094156538
719,Madagascar,2007,Africa,19167654,25.6878634932,0.0937051311311,9.96618730776,,,30.3236547425,4.87,6.240578451159999,52.067143142,16.2590711955,9.60334366726,62.053,33.3098858204,58.0530653113
720,Malawi,1962,Africa,3628608,50.3164556962,,,,,21.4067278287,6.9910000000000005,0.6683647417399999,35.0152905199,10.0474683544,4.19533529279,38.2141707317,40.1404751803,39.6360759494
721,Malawi,1967,Africa,4147252,46.436285097200006,0.086039155676,12.2277379734,,,24.0532241556,7.178999999999999,7.2815499193,34.9027635619,15.5507559395,-2.07657931873,39.3712195122,45.2059079338,38.0129589633
722,Malawi,1972,Africa,4730997,45.6313880646,0.1124344566359999,14.9705069124,,,23.287250384,7.388999999999999,6.231349033169999,37.9416282642,17.4414770854,0.924482001733,41.4276585366,51.5440072126,36.92713485
723,Malawi,1977,Africa,5637246,41.7897353414,0.113376338981,23.9626373626,,,30.0,7.588999999999999,4.91803136466,34.6291208791,18.6576984939,13.3782695108,43.611,59.6922783199,39.5525661646
724,Malawi,1982,Africa,6502825,41.0559716689,0.0916245075438,39.8067597945,,,22.4951830443,7.619,2.50345380334,28.8455362877,21.0604161133,9.66325836773,45.1598292683,68.769314807,37.8836122178
725,Malawi,1987,Africa,7824747,49.0250675629,0.0673841127392,0.0,,,25.4525276492,7.335,1.62523920222,27.8098809843,24.8968886175,16.7238667611,44.5645853659,86.0042851082,26.078039463400003
726,Malawi,1992,Africa,10014249,38.8164842576,0.0677887595454,31.188890398,,,23.2062247186,6.778,-7.33297813585,42.4558332941,31.5260451203,13.2764211479,43.4606585366,102.703839627,29.6574654811
727,Malawi,1997,Africa,10419991,32.5898161137,0.0739802976895,9.96406924673,,,21.3565093469,6.414,3.79241910051,33.5854046163,18.0828419159,20.834840339,43.642804878,108.829242681,49.3273368147
728,Malawi,2002,Africa,11824495,40.9016718372,0.0749654055216,11.7519502842,,,15.8606371732,6.138,1.70000000669,26.0402006201,17.7062067695,112.693647984,45.0491219512,125.039573611,41.3921213933
729,Malawi,2007,Africa,13327079,30.5551329141,0.0695455461053,12.954772802,,,23.311445308400003,5.823,9.59999999664,33.1327199443,20.0714997199,4.09972143086,51.5124878049,143.17328171399998,49.3733673659
730,Malaysia,1962,Asia,8906385,42.96866166149999,,10.9629508732,,,56.141535825,6.0520000000000005,6.42102960931,53.0943952995,30.7818051249,-1.11094587513,60.6166829268,26.5124882058,26.249533213600003
731,Malaysia,1967,Asia,10154878,31.5981233354,,16.9975414874,,,41.1658256505,5.3260000000000005,3.857146492290001,38.6414955952,29.3136150379,-2.32308568348,63.1446585366,30.777415918400003,39.0882616267
732,Malaysia,1972,Asia,11441462,28.2624810127,1.56310383523,30.2419127989,343.191321527,536.095210505,36.1824353024,4.603,9.38191453184,37.4856188467,31.6774001406,0.34983400503,65.2752195122,34.8807791813,40.0601188467
733,Malaysia,1977,Asia,12845381,28.2144613482,1.75389558333,59.3568336425,526.694857899,621.740086559,50.3744925788,3.99,7.75647431462,42.7788633271,38.3866410019,6.86173328174,67.0960731707,39.2382133617,33.39889765
734,Malaysia,1982,Asia,14441916,21.5016607294,2.1020799892200004,90.941685513,724.99318428,898.6549052380001,51.033127845500005,3.725,5.9409268049,59.8264119235,38.5666873273,2.56121033696,68.6594634146,44.265971693800005,39.9316519433
735,Malaysia,1987,Asia,16331785,19.9605352408,2.44034914838,133.690078313,914.119795252,1078.98626036,62.8944955294,3.604,5.388645243869999,49.0250965037,38.5274705556,7.465749489939999,70.0253902439,50.8400547862,41.5119942036
736,Malaysia,1992,Asia,18319502,14.5725074827,3.92082032003,114.611729415,1404.23958718,1566.72481216,75.9843643193,3.454,8.88511593644,74.6278561995,41.1445371347,2.41432265009,71.2142926829,58.4528991021,44.2829553826
737,Malaysia,1997,Asia,20476091,11.1016873969,5.72360131832,163.354529466,2444.08907231,2063.52696529,93.289448003,3.19,7.32274295215,92.3753082915,44.5735375007,3.48275636304,72.2791219512,66.376883275,44.3247751025
738,Malaysia,2002,Asia,22662365,8.98484389842,5.480819197560001,143.641652548,2798.17491837,2183.8734214,108.30558542,2.545,5.3909883393,91.0509065478,45.1157583792,3.12861405061,73.2038292683,74.2717303302,45.8993977224
739,Malaysia,2007,Asia,24821286,9.98674649052,6.914051746,109.427899988,3271.6428774,2742.50027319,106.168575465,2.093,9.42766509941,86.2975320889,42.2152052785,1.88260903343,73.81826829270001,81.3593273474,47.7978979169
740,Mali,1962,Africa,4690372,,0.0258941544429,,,,,6.994,,,,,28.5484634146,4.4102713511800005,
741,Mali,1967,Africa,5212416,69.0607599663,0.0392007077217,39.9649412809,,,11.3616406082,7.089,,23.903711603,9.86530386541,,30.5056341463,4.67648317065,21.0739361683
742,Mali,1972,Africa,5828158,61.7927162454,0.0399659436524999,33.256823193,,,10.0292728047,7.147,5.844016430959999,19.5693123124,12.5258947781,6.47231420699,33.785,5.03811619502,25.6813890668
743,Mali,1977,Africa,6491649,61.2571202656,0.0617308338343,38.9824125324,,,12.7556950681,7.153,6.348647193940001,19.5794112393,10.9507841867,8.06394642924,37.3587073171,5.50122931675,27.7920955477
744,Mali,1982,Africa,6998256,40.4004822869,0.0496434861234,38.999936904,,,14.2550431444,7.15,-7.37843304606,29.6333408849,14.2354932667,13.1536996887,41.1770243902,6.05370393135,45.3640244465
745,Mali,1987,Africa,7634008,38.9131142395,0.0445135732174,21.7061223737,,,15.561726455,7.156000000000001,-0.139164289078,30.494783098400003,17.369457323,-1.90653242238,44.8531707317,6.61632860456,43.7174284375
746,Mali,1992,Africa,8416215,38.9719352394,0.0499043935981,11.9322362295,,,15.6291033516,7.146,-3.2186624903099994,33.8729016937,17.1072540537,0.738816824029,47.1234634146,7.2866856801,43.9208107069
747,Mali,1997,Africa,9384984,39.3506813557,0.0515716955153,11.3082999284,,,23.826559293600003,6.983,4.82902433935,33.2108627485,20.5570673359,5.58019782997,47.9664634146,8.333128447210001,40.0922513014
748,Mali,2002,Africa,10580176,36.1073359939,0.0722575937576,15.0697603451,,,28.0874538137,6.861000000000001,3.10630825206,29.7418375585,24.9453269654,3.51288172291,50.0963658537,9.60753407256,38.9473370407
749,Mali,2007,Africa,12031795,34.4306278562,0.0732908231902,12.8356804344,,,24.1521111507,6.718999999999999,3.4936168106400003,32.4976350942,26.090229328600003,4.55504607861,54.2619268293,11.2762979536,39.4791428152
750,Mauritania,1962,Africa,1146757,43.0187095108,0.0685667838429,-1.51255719516,,,14.5345302047,6.794,0.726608377242,31.0875679863,24.5854465805,2.43266332893,44.8252195122,0.8820917822840001,32.3958439087
751,Mauritania,1967,Africa,1230542,32.165083505,0.1881790579549999,3.15657903099,,,41.6073946571,6.797999999999999,3.5671328967,23.2983263776,36.8921834423,2.38156362987,47.6731707317,1.0209420781999998,30.9427330527
752,Mauritania,1972,Africa,1332786,27.8652509031,0.367328673993,12.2402313538,,,48.2248667997,6.759,-0.732907868159,49.2060311909,35.560097674,7.1222184491,50.0237073171,1.18163578151,36.5746514229
753,Mauritania,1977,Africa,1456688,29.23001579,0.395975905446,38.4013631486,,,32.7800737127,6.593999999999999,-1.87859368289,73.5738055929,29.8140801657,6.38654429123,52.4819268293,1.36569418842,40.9559040443
754,Mauritania,1982,Africa,1622136,33.1155367708,0.5440753304479999,42.3329463839,,,40.0644792224,6.314,-2.33992412238,84.7031255683,23.3743355025,10.0859578482,55.4070487805,1.5759289803,43.5101277267
755,Mauritania,1987,Africa,1841240,32.3123611005,1.76139675215,35.072188787600005,,,49.0893017896,6.103,1.90038415168,66.5846442303,26.7536739093,10.4621278716,57.5724634146,1.80979528476,40.9339649902
756,Mauritania,1992,Africa,2119465,37.46795157,0.464318187128,,,,28.2227738513,5.88,1.87412589493,28.8942878395,23.3977793419,5.74194164085,58.7860487805,2.07650140681,39.1342690881
757,Mauritania,1997,Africa,2444741,33.3787420121,0.451676124753,,,,42.1248853377,5.585,-4.0446966217,42.5068240987,26.4414992637,12.0770633892,59.702268292700005,2.40243329776,40.1797587242
758,Mauritania,2002,Africa,2828858,35.1336129282,0.467802231935,,,,28.3382680595,5.2860000000000005,0.665004156276,42.2671954714,26.2741549199,7.95445795872,60.2044390244,2.79875036383,38.5922321519
759,Mauritania,2007,Africa,3270065,25.5742964673,0.55418962018,35.1426872849,,,44.8729593059,5.002,2.81783677237,58.1339399063,39.6004156516,3.36551397409,61.1397317073,3.2291500921700003,34.8252878811
760,Mauritius,1962,Africa,701016,,0.361281304036,,,,,6.124,,,,,60.626902439,344.99950738900003,
761,Mauritius,1967,Africa,789309,,0.6361795955439999,,,,,4.847,,,,,62.8153170732,386.166009852,
762,Mauritius,1972,Africa,851334,,0.80909990341,,160.788119988,435.059790882,,3.575,,,,,63.4399512195,419.730541872,
763,Mauritius,1977,Africa,913025,20.8731334143,0.696483206151,45.2527388337,280.015064376,474.222876797,48.60140491,3.071,6.54761905285,59.19636479060001,25.674569125100003,8.579408474389998,65.3724390244,453.881280788,53.4522995303
764,Mauritius,1982,Africa,992040,16.2110094417,0.506164605081,51.906453828100005,294.200324225,414.601806914,46.9583714928,2.412,5.497075926830001,49.7610957816,24.9443448282,8.865237352260001,67.7653658537,488.926600985,58.844645730100005
765,Mauritius,1987,Africa,1042663,15.3500250201,0.898980968688,47.3602761468,388.000177592,512.011597538,64.2951577857,2.05,8.89103982608,62.2477769699,33.044378678,12.9149973951,68.6555121951,510.385221675,51.6055967879
766,Mauritius,1992,Africa,1096202,11.6264200627,1.57576299679,52.55727715810001,780.125428677,657.7868228880001,59.3045975061,2.37,6.5126986038600005,62.5469302505,33.1774633241,5.3553991926,70.0585365854,534.207389163,55.1961166132
767,Mauritius,1997,Africa,1149818,9.42632543514,1.74043616388,70.763757946,1108.6107618,712.571976967,61.4621055317,2.04,5.68747744531,66.3433267408,30.8878352992,5.12076933329,70.4048780488,565.6571428569999,59.6858392657
768,Mauritius,2002,Africa,1200206,6.28828677902,2.39571533287,74.1124537005,1473.49249266,873.195801833,61.8190109664,1.94,2.11331329043,58.7827027642,30.600392240100003,5.85383085402,71.96585365850001,593.409359606,63.1113209808
